10 bcdefghi,aihjdc,abd,acbjhgfe,adf,aedg,afdh,agdjbi,ahb,bhd
10 bcdefg,agc,abhijd,acj,ajih,ahg,afhb,cgfei,che,ced
10 bcdefg,agc,abhid,aci,aihj,ajg,afjb,cje,ced,ehgf
10 bcdefg,agc,abhiejd,acj,ajcih,ahg,afhb,cgfei,che,ced
10 bcdefg,agc,abgheid,aci,aichj,ajg,afjcb,cje,ced,ehgf
10 bcdefg,agc,abheid,aci,aichj,ajg,afjb,cje,ced,ehgf
10 bcdefgh,ahc,abfiejd,acj,ajcif,aeichg,afh,agfb,cfe,ced
10 bcdefg,ahifdc,abd,acbe,adf,aebihjg,afj,bjfi,bhf,fhg
10 bcdefgh,ahidc,abd,acbe,adf,aeihjg,afj,ajfib,bhf,fhg
10 bcdefg,ahidc,abd,acbe,adf,aeihjg,afj,bjfi,bhf,fhg
10 bcdef,agc,abgd,ace,adhijf,aej,bihc,egi,ehgj,eif
10 bcdefgh,ahc,abhed,ace,adcigjf,aej,ajeih,agicb,ehg,egf
10 bcdefg,ahidc,abd,acbfe,adf,aedihjg,afj,bjfi,bhf,fhg
10 bcdef,agc,abged,ace,adchijf,aej,bihc,egi,ehgj,eif
10 bcdefgh,ahgi,aijged,ace,adcgf,aeg,afecjibh,agb,bgjc,cig
10 bcdefg,agh,ahd,achi,aijhgf,aeg,afehb,bgejidc,dhje,eih
10 bcdefg,agh,ahd,achi,aijhgf,aeg,afeb,bejidc,dhje,eih
10 bcdefg,agh,ahd,achi,aijgf,aeg,afehb,bgjidc,dhje,eih
10 bcdefgh,ahc,abfijed,ace,adcj,ajichg,afh,agfb,cfj,cife
10 bcdefgh,ahc,abijed,ace,adcj,ajihg,afh,agfb,cfj,cife
10 bcdefgh,ahc,abhijed,ace,adcj,ajihg,afh,agfcb,cfj,cife
10 bcdefgh,ahfij,ajd,acjfe,adf,aedjibhg,afh,agfb,bfj,bifdc
10 bcdefg,agh,ahd,ache,adhij,ajg,afjhb,bgjiedc,ehj,eihgf
10 bcdef,afgh,aid,acige,adg,agb,bfedijh,bgji,chjgd,gih
10 bcdefg,agfh,aid,acife,adf,aedijhbg,afb,bfji,chjfd,fih
10 bcdefgh,ahi,aid,acihjgfe,adf,aedg,afdjh,agjdib,bhdc,dhg
10 bcdefg,ahi,aid,acie,adijf,aejihg,afh,bgfi,bhfjedc,eif
10 bcdefg,ahi,aid,ace,adijf,aejihg,afh,bgfi,bhfjec,eif
10 bcdefg,ahi,aid,ace,adjf,aejihg,afh,bgfi,bhfjc,eif
10 bcdefg,ahi,aid,acie,adijf,aejihg,afh,bgf,bfjedc,eif
10 bcdefg,ahi,aid,acie,adijf,aejhg,afh,bgf,bjedc,eif
10 bcdefg,ahi,aid,acie,adijf,aejhg,afh,bgfi,bhjedc,eif
10 bcdefg,ahi,aid,acie,adjf,aejihg,afh,bgfi,bhfjdc,eif
10 bcdefg,agh,ahgid,acigje,adj,ajg,afjdichb,bgc,cgd,dgfe
10 bcdef,agh,ahi,aihje,adjhgf,aeg,bfeh,bgejdic,chd,dhe
10 bcdef,agh,ahi,aihje,adjhgf,aeg,bfe,bejdic,chd,dhe
10 bcdef,agh,ahi,aihje,adjgf,aeg,bfe,bjdic,chd,dhe
10 bcdef,agh,ahi,aihje,adjgf,aeg,bfeh,bgjdic,chd,dhe
10 bcdef,agehi,aij,aje,adjihbgf,aeg,bfe,bei,bhejc,cied
10 bcde,afg,agh,ahgij,ajf,bejg,bfjidhc,cgd,dgj,digfe
10 bcde,afg,agh,ahgij,ajf,bejg,bfidhc,cgd,dgj,dife
10 bcde,afg,agh,ahij,ajf,bejg,bfjihc,cgd,dgj,digfe
10 bcde,afg,agh,ahij,ajf,bejg,bfihc,cgd,dgj,dife
10 bcde,afg,agh,ahij,ajf,bej,bjihc,cgd,dgj,digfe
10 bcde,afg,agh,ahij,ajf,bej,bihc,cgd,dgj,dife
10 bcde,afg,agh,ahgij,ajf,bej,bjidhc,cgd,dgj,digfe
10 bcde,afg,agh,ahgij,ajf,bej,bidhc,cgd,dgj,dife
10 bcdef,agc,abghijd,acj,ajih,ahg,bfhc,cgfei,che,ced
10 bcdef,agc,abghid,aci,aihj,ajg,bfjc,cje,ced,ehgf
10 bcdef,agc,abhijd,acj,ajih,ahg,bfh,cgfei,che,ced
10 bcdef,agc,abhid,aci,aihj,ajg,bfj,cje,ced,ehgf
10 bcdef,agc,abhiejd,acj,ajcih,ahg,bfh,cgfei,che,ced
10 bcdef,agc,abheid,aci,aichj,ajg,bfj,cje,ced,ehgf
10 bcdef,agc,abgheid,aci,aichj,ajg,bfjc,cje,ced,ehgf
10 bcdefg,ahc,abfiejd,acj,ajcif,aeichg,afh,bgf,cfe,ced
10 bcdefg,ahc,abiejd,acj,ajcif,aeihg,afh,bgf,cfe,ced
10 bcdefg,ahc,abhiejd,acj,ajcif,aeihg,afh,bgfc,cfe,ced
10 bcdef,aghic,abi,aie,adihgjf,aej,bjeh,bge,bedc,egf
10 bcdefg,agheic,abi,aie,adibhjf,aej,ajhb,bge,bedc,egf
10 bcdef,agh,ahi,aije,adjhgf,aeg,bfeh,bgejic,chd,dhe
10 bcdef,agh,ahi,aije,adjgf,aeg,bfeh,bgjic,chd,dhe
10 bcdefg,ahc,abhijd,acj,ajif,aeihg,afh,bgfc,cfe,ced
10 bcdefg,agfh,ahifjd,acj,ajf,aejcihbg,afb,bfic,chf,cfed
10 bcdef,agh,ahd,achi,aijhgf,aeg,bfeh,bgejidc,dhje,eih
10 bcdef,agh,ahd,achi,aijhgf,aeg,bfe,bejidc,dhje,eih
10 bcdef,agh,ahd,achi,aijgf,aeg,bfe,bjidc,dhje,eih
10 bcdef,agh,ahd,achi,aijgf,aeg,bfeh,bgjidc,dhje,eih
10 bcdefg,ahc,abhfijd,ace,adj,ajichg,afh,bgfc,cfj,cife
10 bcdefg,ahc,abhfid,ace,adj,ajichg,afh,bgfc,cfj,eif
10 bcdefg,ahc,abfijed,ace,adcj,ajichg,afh,bgf,cfj,cife
10 bcdefg,ahc,abijed,ace,adcj,ajihg,afh,bgf,cfj,cife
10 bcdefg,ahc,abhijed,ace,adcj,ajihg,afh,bgfc,cfj,cife
10 bcdefg,ahc,abhfied,ace,adcj,ajichg,afh,bgfc,cfj,eif
10 bcdefg,agehi,aij,aje,adjihbgf,aeg,afeb,bei,bhejc,cied
10 bcdef,agh,ahd,ache,adhij,ajg,bfjh,bgjiedc,ehj,eihgf
10 bcdef,agh,ahd,ache,adij,ajg,bfjh,bgjidc,ehj,eihgf
10 bcdef,agh,ahd,ace,adhij,ajg,bfjh,bgjiec,ehj,eihgf
10 bcdef,agh,ahd,ace,adij,ajg,bfjh,bgjic,ehj,eihgf
10 bcdef,agh,ahd,ache,adhij,ajg,bfj,bjiedc,ehj,eihgf
10 bcdef,agh,ahd,ache,adhij,ajg,bfj,biedc,ehj,eigf
10 bcdef,agh,ahd,ache,adhij,ajg,bfjh,bgiedc,ehj,eigf
10 bcde,aefg,ahi,aif,afb,bedijg,bfjh,cgji,chfd,fhg
10 bcdef,afeg,ahi,aie,adihjgbf,aeb,bejh,cgjei,ched,ehg
10 bcdefg,agc,abfhi,aij,ajf,aejihcg,afb,cfi,chfjd,dife
10 bcdefg,agc,abhi,aij,ajf,aejihg,afb,cfi,chfjd,dife
10 bcdefg,agfc,abfhi,aij,ajf,aeihcbg,afb,cfi,chfjd,die
10 bcdefg,agfc,abfhi,aij,ajf,aehcbg,afb,cfi,chjd,die
10 bcdefg,agfc,abfhi,aij,ajf,aejhcbg,afb,cfi,chjd,dife
10 bcdef,afeg,ahi,aie,adijgbf,aeb,bejh,cgji,ched,ehg
10 bcdefg,agfc,abhi,aij,ajf,aejihbg,afb,cfi,chfjd,dife
10 bcdef,afeg,ahi,aie,adihjbf,aeb,bjh,cgjei,ched,ehg
10 bcdefg,agfc,abhi,aij,ajf,aeihbg,afb,cfi,chfjd,die
10 bcdef,afeg,ahi,aie,adhjbf,aeb,bjh,cgjei,chd,ehg
10 bcdefg,agfc,abhi,aij,ajf,aehbg,afb,cfi,chjd,die
10 bcdef,afeg,ahi,aie,adjbf,aeb,bjh,cgji,chd,ehg
10 bcdefgh,ahc,abhd,achie,adihjf,aej,ajh,ageidcb,dhe,egf
10 bcdefgh,ahc,abhd,achie,adijf,aej,ajh,agidcb,dhe,egf
10 bcdefgh,ahc,abhd,achie,adijf,aej,ajh,agjidcb,dhe,ehgf
10 bcdefgh,ahc,abhd,acie,adihjf,aej,ajh,agjeicb,dhe,ehgf
10 bcdefgh,ahc,abd,achie,adihjf,aej,ajh,agjeidb,dhe,ehgf
10 bcdefgh,ahc,abd,acie,adihjf,aej,ajh,agjeib,dhe,ehgf
10 bcdefghi,aic,abid,acije,adjigf,aeg,afeh,agi,ahejdcb,die
10 bcdefgh,ahi,aid,acie,adijf,aejihg,afh,agfb,bfjedc,eif
10 bcdefg,aghij,ajd,acje,adh,ahg,afhb,bgfeji,bhj,bihdc
10 bcdef,afgh,aid,acie,adg,agb,bfeijh,bgji,chjgd,gih
10 bcdefgh,ahfij,ajd,acje,adf,aejibhg,afh,agfb,bfj,bifdc
10 bcdefg,agfh,aid,acie,adf,aeijhbg,afb,bfji,chjfd,fih
10 bcdefghi,aihc,abhjd,acjfe,adf,aedg,afh,agjcbi,ahb,chd
10 bcdefghi,aihc,abhjd,acjfe,adf,aedhg,afh,agfjcbi,ahb,chd
10 bcdefgh,ahi,aid,acie,adijf,aejhg,afh,agfib,bhjedc,eif
10 bcdefg,aghij,ajd,acjhe,adh,ahg,afhb,bgfedi,bhj,bidc
10 bcdef,afgh,aid,acige,adg,agb,bfedjh,bgji,chjd,gih
10 bcdefg,aghc,abhij,aje,adjf,aeh,ahb,bgfic,chj,cied
10 bcdef,afgh,aid,acie,adg,agb,bfejh,bgji,chjd,gih
10 bcdefgh,ahfij,ajd,acjfe,adf,aedibhg,afh,agfb,bfj,bidc
10 bcdefg,agfh,aid,acife,adf,aedjhbg,afb,bfji,chjd,fih
10 bcdefgh,ahc,abhd,achij,ajf,aejg,afh,agidcb,dhj,dife
10 bcdefg,agfh,aid,acie,adf,aejhbg,afb,bfji,chjd,fih
10 bcdefghi,aic,abid,acje,adjigf,aeg,afeih,agi,ahgejcb,die
10 bcdefgh,ahi,aid,acie,adjf,aejihg,afh,agfib,bhfjdc,eif
10 bcdefg,ahi,aijd,acjhfe,adf,aedhg,afh,bgfdji,bhc,chd
10 bcdefg,aghi,aid,acije,adj,ajg,afjb,bji,bhjdc,dihgfe
10 bcdef,afgh,aid,acige,adg,agb,bfedij,bji,chjgd,gih
10 bcdefgh,ahi,aijd,acjhfe,adf,aedhg,afh,agfdjib,bhc,chd
10 bcdefgh,ahgi,aijged,ace,adcgf,aeg,afecjbh,agb,bjc,cig
10 bcdefgh,ahi,aijged,ace,adcgf,aeg,afecjh,agb,bjc,cig
10 bcdefg,ahc,abhed,ace,adchif,aeg,afj,bjiec,ehj,gih
10 bcdefgh,ahij,ajd,acjfe,adf,aedjihg,afh,agfb,bfj,bifdc
10 bcdefg,agfh,aid,acife,adf,aedijbg,afb,bji,chjfd,fih
10 bcdefghi,aic,abid,acje,adjigf,aeg,afeh,agi,ahejcb,die
10 bcdefgh,ahi,aid,acie,adjf,aejihg,afh,agfb,bfjdc,eif
10 bcdefg,aghi,aid,acie,adj,ajg,afjb,bji,bhjdc,eihgf
10 bcdef,afgh,aid,acie,adg,agb,bfeij,bji,chjgd,gih
10 bcdefgh,ahi,aijd,acjhfe,adf,aedg,afh,agdjib,bhc,chd
10 bcdefgh,ahgi,aijged,ace,adcf,aeg,afcjbh,agb,bjc,cig
10 bcdefgh,ahi,aijged,ace,adcf,aeg,afcjh,agb,bjc,cig
10 bcdefg,ahc,abhd,ace,adhif,aeg,afj,bjiec,ehj,gih
10 bcdefgh,ahij,ajd,acje,adf,aejihg,afh,agfb,bfj,bifdc
10 bcdefg,agfh,aid,acie,adf,aeijbg,afb,bji,chjfd,fih
10 bcdefgh,ahc,abhd,acij,ajf,aejg,afh,agicb,dhj,dife
10 bcdefg,agfh,aid,acie,adf,aejbg,afb,bji,chjd,fih
10 bcdefgh,ahi,aid,achjfe,adf,aedg,afjh,agjdib,bhc,dhg
10 bcdefgh,ahgc,abid,acije,adj,ajg,afibh,agb,cgd,dfe
10 bcdefghi,aihc,abjd,acjfe,adf,aedhg,afh,agfjbi,ahb,chd
10 bcdefgh,ahi,aid,acie,adjf,aejhg,afh,agfib,bhjdc,eif
10 bcdefg,ahi,aijd,acjfe,adf,aedhg,afh,bgfji,bhc,chd
10 bcdefg,aghi,aijed,ace,adchf,aeh,ahb,bgfej,bjc,cih
10 bcdefg,aghi,aid,acije,adj,ajg,afjb,bji,bhdc,dhgfe
10 bcdef,afgh,aid,acige,adg,agb,bfedj,bji,chjd,gih
10 bcdefgh,ahi,aijd,acjfe,adf,aedhg,afh,agfjib,bhc,chd
10 bcdefg,ahidc,abd,acbfe,adf,aedijg,afj,bji,bhf,fhg
10 bcdef,agc,abged,ace,adchif,aei,bjhc,egj,ejf,gih
10 bcdefgh,ahgi,aijed,ace,adcgf,aeg,afejbh,agb,bjc,cig
10 bcdefgh,ahij,ajd,acjfe,adf,aedihg,afh,agfb,bfj,bidc
10 bcdefg,agfh,aid,acife,adf,aedjbg,afb,bji,chjd,fih
10 bcdefgh,ahi,aid,acijfe,adf,aedg,afjh,agjib,bhdc,dhg
10 bcdefg,ahi,aid,acie,adjf,aejhg,afh,bgfi,bhjdc,eif
10 bcdef,afgh,ahi,aij,ajf,aejb,bjh,bgic,chjd,digfe
10 bcde,aefg,ahi,aif,afb,bedij,bjh,cgji,chfd,fhg
10 bcdefg,agfh,ahijd,acj,ajf,aejibg,afb,bic,chf,cfed
10 bcdefg,aghi,aij,aje,adjhgf,aeg,afeb,bei,bhjc,cied
10 bcdef,afeg,ahi,aie,adijbf,aeb,bjh,cgji,ched,ehg
10 bcdefghi,aic,abd,acije,adjigf,aeg,afeih,agi,ahgejdb,die
10 bcdefgh,ahi,aid,ace,adijf,aejihg,afh,agfib,bhfjec,eif
10 bcdefgh,ahi,aid,ace,adjf,aejihg,afh,agfib,bhfjc,eif
10 bcdefg,agh,ahijed,ace,adcjf,aej,ajb,bjic,chj,cihgfe
10 bcdefg,aghij,ajd,acjhe,adh,ahg,afb,bfedji,bhj,bihdc
10 bcdefg,aghi,aid,acije,adj,ajg,afb,bji,bhjdc,dihfe
10 bcdefgh,ahi,aijged,ace,adcgf,aeg,afecjih,agb,bgjc,cig
10 bcdefg,ahc,abhed,ace,adchijf,aeg,afj,bjiec,ehj,eihg
10 bcdefgh,ahfij,ajd,acjfe,adf,aedjibg,afh,agb,bfj,bifdc
10 bcdefgh,ahc,abij,aje,adjgf,aeg,afejih,agb,cgj,ciged
10 bcdefghi,aic,abhjd,acjhfe,adf,aedg,afh,agdjci,ahb,chd
10 bcdefgh,ahi,aid,ace,adijf,aejihg,afh,agfb,bfjec,eif
10 bcdefg,agh,ahijed,ace,adcf,aej,ajb,bjic,chj,cihgf
10 bcdefg,aghij,ajd,acje,adh,ahg,afb,bfeji,bhj,bihdc
10 bcdefg,aghi,aid,acie,adj,ajg,afb,bji,bhjdc,eihf
10 bcdefgh,ahc,abid,acijfe,adf,aedg,afj,ajb,cjd,dihg
10 bcdefgh,ahi,aijged,ace,adcf,aeg,afcjih,agb,bgjc,cig
10 bcdefg,ahc,abhd,ace,adhijf,aeg,afj,bjiec,ehj,eihg
10 bcdefgh,ahfij,ajd,acje,adf,aejibg,afh,agb,bfj,bifdc
10 bcdefgh,ahc,abij,aje,adjf,aeg,afjih,agb,cgj,ciged
10 bcdefgh,ahi,aid,achjge,adf,aeg,afdjh,agjdib,bhc,dhg
10 bcdefg,agh,ahifjd,acj,ajf,aecihg,afb,bfic,chf,ced
10 bcdefg,agh,ahijd,acj,ajf,aeihg,afb,bfic,chf,ced
10 bcdef,agh,ahd,acije,adf,aej,bjih,bgc,dgj,digf
10 bcdefg,agh,ahd,acgie,adf,aej,ajidhb,bgc,dgj,fig
10 bcdef,agh,ahd,acgie,adf,aej,bjidh,bgc,dgj,fig
10 bcdefg,agh,ahd,acie,adf,aej,ajihb,bgc,dgj,fig
10 bcdef,agh,ahd,acie,adf,aej,bjih,bgc,dgj,fig
10 bcdefg,agehi,aij,aje,adihbf,aeg,afb,bei,bhejc,cid
10 bcdefg,agehi,aij,aje,adhbf,aeg,afb,bei,bhjc,cid
10 bcdefg,agc,abhi,aij,ajf,aehg,afb,cfi,chjd,die
10 bcdefg,agc,abhi,aij,ajf,aeihg,afb,cfi,chfjd,die
10 bcdefgh,ahc,abgid,acije,adj,ajg,afich,agb,cgd,dfe
10 bcdefgh,ahc,abid,acigje,adj,ajg,afdih,agb,cgd,dfe
10 bcdefgh,ahc,abid,acije,adj,ajg,afih,agb,cgd,dfe
10 bcdefghi,aic,abjd,acjhfe,adf,aedg,afh,agdji,ahb,chd
10 bcdefghi,aic,abhjd,acjfe,adf,aedhg,afh,agfjci,ahb,chd
10 bcdefgh,ahi,aid,ace,adijf,aejhg,afh,agfib,bhjec,eif
10 bcdefgh,ahi,aid,ace,adjf,aejhg,afh,agfib,bhjc,eif
10 bcdefg,agh,ahied,ace,adcjf,aej,ajb,bjic,chj,eihgf
10 bcdefg,agh,ahied,ace,adcjf,aej,ajb,bic,chj,eigf
10 bcdef,agc,abghd,ach,ahf,aei,bijc,cjed,fjg,gih
10 bcdef,agc,abghd,ach,ahf,aei,bijc,cjied,fhjg,gih
10 bcdefg,aghij,ajd,acjhe,adh,ahg,afb,bfedi,bhj,bidc
10 bcdefg,aghi,aid,acije,adj,ajg,afb,bji,bhdc,dhfe
10 bcdefgh,ahi,aijed,ace,adcgf,aeg,afejih,agb,bgjc,cig
10 bcdefgh,ahi,aijed,ace,adcgf,aeg,afejh,agb,bjc,cig
10 bcdefg,ahc,abhed,ace,adcif,aeg,afj,bjic,ehj,gih
10 bcdefg,ahc,abhed,ace,adcijf,aeg,afj,bjic,ehj,eihg
10 bcdefgh,ahfij,ajd,acjfe,adf,aedibg,afh,agb,bfj,bidc
10 bcdefgh,ahc,abij,aje,adjgf,aeg,afeih,agb,cgj,cied
10 bcdefgh,ahc,abgij,aje,adjf,aeg,afich,agb,cgj,cied
10 bcdefgh,ahi,aid,acijge,adf,aeg,afdjh,agjib,bhdc,dhg
10 bcdefg,ahi,aid,ace,adijf,aejhg,afh,bgfi,bhjec,eif
10 bcdef,afg,aghid,aci,aij,ajb,bjhc,cgj,cjed,eihgf
10 bcdef,afg,aghid,aci,aij,ajb,bhc,cgj,cjed,eihf
10 bcde,afg,agh,ahe,adi,bijg,bfhc,cgjd,ejf,fih
10 bcdef,afghi,aij,ajg,agf,aeb,bedjh,bgi,bhjc,cigd
10 bcdef,afgh,ahi,aij,ajf,aeb,bjh,bgic,chjd,dige
10 bcdefg,agc,abhd,achie,adi,aij,ajb,cjd,djfe,fihg
10 bcdefg,agh,ahijd,acj,ajf,aejihg,afb,bfic,chf,cfed
10 bcdef,agh,ahd,achije,adf,aej,bjih,bgdc,dgj,digf
10 bcdefg,agh,ahd,achie,adf,aej,ajihb,bgdc,dgj,fig
10 bcdef,agh,ahd,achie,adf,aej,bjih,bgdc,dgj,fig
10 bcdefg,agehi,aij,aje,adjhbf,aeg,afb,bei,bhjc,cied
10 bcdefg,agc,abhi,aij,ajf,aejhg,afb,cfi,chjd,dife
10 bcdefgh,ahc,abid,acije,adj,ajg,afjih,agb,cgd,dgfe
10 bcdefghi,aic,abjd,acjfe,adf,aedhg,afh,agfji,ahb,chd
10 bcdefghi,aic,abjd,acjhfe,adf,aedhg,afh,agfdji,ahb,chd
10 bcdefghi,aih,ahjd,acjhfe,adf,aedhg,afh,agfdjcbi,ahb,chd
10 bcdefgh,aijfdc,abd,acbfe,adf,aedbjihg,afh,agf,bfj,bif
10 bcdefg,ahc,abhed,ace,adchijgf,aeg,afe,bjiec,ehj,eih
10 bcdefgh,afij,ajd,acjfe,adf,aedjibhg,afh,agf,bfj,bifdc
10 bcdefgh,afij,ajd,acje,adf,aejibhg,afh,agf,bfj,bifdc
10 bcdefgh,afij,ajd,acjfe,adf,aedibhg,afh,agf,bfj,bidc
10 bcdefgh,afij,ajd,acje,adf,aeibhg,afh,agf,bfj,bidc
10 bcdefgh,ahi,aid,acihjgfe,adf,aed,adjh,agjdib,bhdc,dhg
10 bcdefg,ahiejc,abj,aje,adjbihgf,aeg,afe,bei,bhe,bedc
10 bcdef,agh,ahd,achgijfe,adf,aed,bjidh,bgdc,dgj,dig
10 bcdefg,aehi,aij,aje,adjihbgf,aeg,afe,bei,bhejc,cied
10 bcdefg,aehi,aij,aje,adjhbgf,aeg,afe,bei,bhjc,cied
10 bcdefg,ahi,aij,aje,adjihgf,aeg,afe,bei,bhejc,cied
10 bcdefg,aehi,aij,aje,adihbgf,aeg,afe,bei,bhejc,cid
10 bcdefg,aehi,aij,aje,adhbgf,aeg,afe,bei,bhjc,cid
10 bcdefgh,afic,abifjd,acj,ajf,aecibhg,afh,agf,bfc,ced
10 bcdefg,ahiejc,abj,aje,adbihgf,aeg,afe,bei,bhe,bdc
10 bcdef,agh,ahd,acgijfe,adf,aed,bjidh,bgc,dgj,dig
10 bcdefgh,ahi,aid,acjgfe,adf,aed,adjh,agjib,bhc,dhg
10 bcdefg,ahijc,abj,aje,adihgf,aeg,afe,bei,bhe,bdc
10 bcdefgh,ahijc,abj,aje,adjihgf,aeg,afe,aeib,bhe,bedc
10 bcdefghi,aijfdc,abd,acbe,adf,aebjihg,afh,agf,afjb,bif
10 bcdefgh,aijfdc,abd,acbe,adf,aebjihg,afh,agf,bfj,bif
10 bcdefg,ahc,abhd,ace,adhijgf,aeg,afe,bjiec,ehj,eih
10 bcdefghi,aic,abid,ace,adjhgf,aeg,afe,aeji,ahjcb,eih
10 bcdefgh,aijdc,abd,acbe,adf,aejihg,afh,agf,bfj,bif
10 bcdefghi,aic,abied,ace,adcjhgf,aeg,afe,aeji,ahjcb,eih
10 bcdefgh,aijdc,abd,acbfe,adf,aedjihg,afh,agf,bfj,bif
10 bcdefghi,aifdc,abd,acbfe,adf,aedbijhg,afh,agfji,ahjfb,fih
10 bcdefgh,ahifj,ajd,acjfe,adf,aedjbihg,afh,agfib,bhf,bfdc
10 bcdefg,agh,ahd,achie,adihj,ajg,afjhb,bgjeidc,dhe,ehgf
10 bcdef,afghi,ajd,acjge,adg,agb,bfedjih,bgi,bhgj,cigd
10 bcdefg,aghic,abij,aje,adjhf,aeh,ahb,bgfeji,bhc,ched
10 bcdefg,agfhi,ajd,acjfe,adf,aedjihbg,afb,bfi,bhfj,cifd
10 bcdef,afg,ahd,achfe,adf,aedhijgb,bfji,cifd,fhgj,fig
10 bcdefgh,ahc,abhid,acij,ajf,aejhg,afh,agfjicb,chd,dhfe
10 bcdefg,agfhi,ajd,acjfe,adf,aedjhbg,afb,bfi,bhj,cifd
10 bcdef,afg,ahd,achfe,adf,aedhigb,bfij,cjfd,fjg,gih
10 bcdefg,agc,abghi,aje,adjgf,aeg,afehcb,cgi,chj,die
10 bcdef,afg,ahd,achfe,adf,aedigb,bfij,cjd,fjg,gih
10 bcdef,afg,ahd,ache,adf,aeigb,bfij,cjd,fjg,gih
10 bcdefgh,ahi,aid,acihgjfe,adf,aedjg,afjdh,agdib,bhdc,dgf
10 bcdefg,aghei,aij,aje,adjibhgf,aeg,afehb,bge,bejc,cied
10 bcdefg,aghei,aij,aje,adjibhf,aeg,afhb,bge,bejc,cied
10 bcdefg,aghi,aij,aje,adjihf,aeg,afhb,bge,bejc,cied
10 bcdef,afgh,aij,aje,adjigf,aeb,beh,bgi,chej,cied
10 bcdef,afc,abgh,aij,ajf,aejgb,cfh,cgi,dhj,dife
10 bcdef,agh,ahd,acie,adihj,ajg,bfjh,bgjeic,dhe,ehgf
10 bcdef,agh,ahd,acie,adij,ajg,bfjh,bgjic,dhe,ehgf
10 bcde,aefg,ahi,aij,ajb,bjg,bfjh,cgji,chjd,dihgfe
10 bcdef,afgh,aij,aje,adjihgf,aeb,beh,bgei,chej,cied
10 bcdef,agh,ahd,achie,adihj,ajg,bfjh,bgjeidc,dhe,ehgf
10 bcdef,agh,ahd,achie,adij,ajg,bfjh,bgjidc,dhe,ehgf
10 bcdef,agh,ahd,achie,adij,ajg,bfjh,bgidc,dhe,egf
10 bcdef,agh,ahd,achie,adihj,ajg,bfj,bjeidc,dhe,ehgf
10 bcdef,agh,ahd,achie,adij,ajg,bfj,bjidc,dhe,ehgf
10 bcdef,agh,ahd,achie,adihj,ajg,bfj,beidc,dhe,egf
10 bcdef,agh,ahd,achie,adij,ajg,bfj,bidc,dhe,egf
10 bcdef,agh,ahd,achie,adihj,ajg,bfjh,bgeidc,dhe,egf
10 bcdef,afegh,aij,aje,adjihgbf,aeb,beh,bgei,chej,cied
10 bcdefg,agfhc,abhfi,aij,ajf,aeichbg,afb,bfc,cfjd,die
10 bcdef,afegh,aij,aje,adihgbf,aeb,beh,bgei,chej,cid
10 bcdef,afegh,aij,aje,adhgbf,aeb,beh,bgei,chj,cid
10 bcdefg,agfhc,abhi,aij,ajf,aeihbg,afb,bfc,cfjd,die
10 bcdefg,agfhc,abhfi,aij,ajf,aechbg,afb,bfc,cjd,die
10 bcdefg,agfhc,abhi,aij,ajf,aehbg,afb,bfc,cjd,die
10 bcdefg,agfhc,abhfi,aij,ajf,aejchbg,afb,bfc,cjd,dife
10 bcdef,afegh,aij,aje,adjhgbf,aeb,beh,bgei,chj,cied
10 bcdefg,agfhc,abhi,aij,ajf,aejihbg,afb,bfc,cfjd,dife
10 bcdefg,agfhc,abhi,aij,ajf,aejhbg,afb,bfc,cjd,dife
10 bcdefg,ahi,aid,acije,adjif,aeihg,afh,bgfi,bhfejdc,die
10 bcdefg,ahi,aid,acije,adjif,aeihg,afh,bgf,bfejdc,die
10 bcdefg,ahi,aid,acije,adjif,aehg,afh,bgf,bejdc,die
10 bcdefg,ahi,aid,acije,adjif,aehg,afh,bgfi,bhejdc,die
10 bcdefg,ahi,aid,acije,adjf,aeihg,afh,bgfi,bhfjdc,die
10 bcdefg,ahi,aid,acije,adjf,aehg,afh,bgfi,bhjdc,die
10 bcdefg,agh,ahigd,acgje,adj,ajg,afjdcihb,bgic,chg,dgfe
10 bcdef,aghei,aij,aje,adjibhgf,aeg,bfeh,bge,bejc,cied
10 bcdef,aghi,aij,aje,adjihgf,aeg,bfeh,bge,bejc,cied
10 bcdef,aghi,aij,aje,adjhgf,aeg,bfeh,bge,bjc,cied
10 bcde,afg,agh,ahigj,ajf,bejg,bfjdihc,cgid,dhg,dgfe
10 bcde,afg,agh,ahij,ajf,bejg,bfjihc,cgid,dhg,dgfe
10 bcde,afg,agh,ahij,ajf,bejg,bfihc,cgid,dhg,dfe
10 bcde,afg,agh,ahigj,ajf,bej,bjdihc,cgid,dhg,dgfe
10 bcde,afg,agh,ahij,ajf,bej,bjihc,cgid,dhg,dgfe
10 bcde,afg,agh,ahigj,ajf,bej,bdihc,cgid,dhg,dfe
10 bcde,afg,agh,ahij,ajf,bej,bihc,cgid,dhg,dfe
10 bcde,afg,agh,ahigj,ajf,bejg,bfdihc,cgid,dhg,dfe
10 bcdef,agc,abgheid,acj,ajich,ahg,bfhc,cgfe,cej,die
10 bcdef,agc,abghid,acj,ajih,ahg,bfhc,cgfe,cej,die
10 bcdef,agc,abghd,aci,aihj,ajg,bfjc,cei,dhe,egf
10 bcde,afg,agh,ahigj,ajf,bejg,bfjdic,cid,dhg,dgfe
10 bcde,afg,agh,ahij,ajf,bejg,bfjic,cid,dhg,dgfe
10 bcdef,agc,abheid,acj,ajich,ahg,bfh,cgfe,cej,die
